year,block,species,init,expos,date,age_start,age_end,survive,dist
1,12,1,68,6,100,27,33,1,0.35
2,2,3,57,8,84,20,28,1,0.507
1,12,1,60,8,80,13,21,1,0.449
2,10,2,33,8,66,26,34,1,1.038
3,10,3,51,6,82,26,32,1,0.432
3,2,2,68,5,81,9,14,1,3.582
2,10,4,9,8,45,29,37,1,1.922
2,6,4,49,8,68,12,20,0,3.033
3,9,3,71,7,108,31,38,1,0.27
3,10,3,42,8,66,17,25,1,1.885
1,11,3,49,8,76,20,28,1,1.425
3,2,4,35,11,52,7,18,1,1.137
2,5,1,44,8,77,26,34,1,0.97
2,1,4,53,8,67,7,15,1,2.672
3,12,1,52,8,78,19,27,1,3.065
3,12,1,41,7,73,26,33,1,2.688
2,10,2,26,8,45,12,20,1,1.731
3,1,3,31,8,67,29,37,1,0.134
3,5,1,45,10,68,14,24,1,1.211
1,12,6,52,5,82,26,31,1,0.563
1,3,1,45,6,67,17,23,1,3
3,8,3,56,7,80,18,25,1,0.379
1,4,1,67,6,89,17,23,1,1.901
3,5,3,47,10,68,12,22,1,1.012
2,6,3,50,8,67,10,18,0,2.473
3,5,4,56,6,77,16,22,1,1.983
3,10,4,46,8,66,13,21,1,1.734
3,12,1,57,7,88,25,32,1,2.9
3,12,1,62,5,88,22,27,1,1.482
2,6,1,29,6,60,26,32,1,0.261
2,9,1,35,7,50,9,16,1,1.884
3,6,5,31,6,47,11,17,0,3.356
2,6,4,31,4,45,11,15,1,1.708
3,12,1,41,5,78,33,38,1,2.407
3,8,3,57,7,94,31,38,1,0.486
2,10,1,42,7,76,28,35,1,0.026
3,8,3,61,7,94,27,34,1,0.756
2,5,3,54,7,81,21,28,1,0.33
1,9,1,54,7,89,29,36,1,0.574
3,8,3,49,7,87,32,39,1,1.426
3,1,1,41,7,56,9,16,1,0.425
2,3,2,50,6,80,25,31,1,0.375
2,12,2,48,8,87,32,40,1,0.213
2,10,4,41,7,50,3,10,1,1.949
2,3,3,56,7,81,19,26,1,0.205
2,8,1,56,5,82,22,27,1,0.271
2,2,4,49,6,61,7,13,1,0.101
1,6,1,34,6,57,18,24,1,2.224
3,3,5,28,10,63,26,36,1,3.419
1,9,1,47,9,85,30,39,1,3.916
1,10,3,63,9,79,8,17,0,0.571
3,1,1,34,10,65,22,32,1,1.476
1,12,1,50,8,71,14,22,1,1.395
3,12,4,23,7,48,19,26,0,3.115
2,1,3,55,6,72,12,18,1,0.227
2,2,7,40,7,69,23,30,1,0.157
3,5,4,56,9,77,13,22,1,4.137
2,8,1,39,8,77,31,39,1,1.074
3,9,2,42,4,63,18,22,1,0.846
1,11,1,65,9,94,21,30,1,0.553
2,2,5,28,5,62,30,35,1,1.997
3,7,3,51,6,81,25,31,1,0.875
1,12,1,44,8,71,20,28,1,3.039
2,2,5,38,8,65,20,28,1,2.673
3,12,3,43,9,53,2,11,1,0.734
1,3,1,45,8,76,24,32,1,1.989
2,5,1,30,9,56,18,27,1,3.747
3,8,1,47,12,77,19,31,1,1.036
3,1,3,49,7,88,33,40,1,0.078
2,2,2,34,6,69,30,36,1,1.831
3,7,4,23,6,53,25,31,1,0.834
2,8,7,49,5,82,29,34,1,1.312
3,2,4,22,11,60,28,39,1,3.464
3,5,4,37,8,68,24,32,0,2.043
3,3,1,46,9,63,9,18,1,3.313
3,12,3,63,8,78,8,16,1,1.83
3,8,4,46,11,65,9,20,0,1.303
3,10,4,23,2,44,20,22,1,3.005
2,2,2,26,7,57,25,32,1,0.071
3,5,3,35,9,53,10,19,1,3.479
3,8,5,40,6,71,26,32,1,1.065
1,12,3,53,7,89,30,37,1,0.31
2,12,3,65,5,92,23,28,1,0.741
3,2,4,32,3,55,21,24,1,2.828
3,2,2,48,6,81,28,34,0,0.415
1,3,1,45,8,64,12,20,1,0.067
1,9,1,49,8,63,7,15,1,0.153
1,8,2,54,7,69,9,16,1,2.305
1,2,5,37,8,73,29,37,1,1.634
1,8,1,56,9,81,17,26,1,0.743
3,1,3,68,10,105,28,38,1,2.35
3,12,4,73,6,83,5,11,1,1.5
1,7,1,58,6,95,32,38,1,0.852
1,3,1,36,5,66,26,31,1,0.541
1,7,2,50,5,86,32,37,1,1.351
1,9,5,52,8,83,24,32,0,2.307
2,5,3,52,5,82,26,31,1,3.541
3,8,3,41,8,74,26,34,1,1.496
1,11,2,62,6,86,19,25,0,1.922
2,3,4,13,5,43,26,31,1,0.035
3,2,5,41,6,66,20,26,0,3.57
3,10,3,48,9,73,17,26,0,0.658
1,7,2,36,3,60,22,25,1,0.008
2,3,3,62,10,89,18,28,1,0.102
3,9,4,16,6,55,34,40,1,0.995
3,5,4,39,9,53,6,15,1,3.391
2,10,4,36,8,58,15,23,1,0.358
1,12,1,64,6,102,33,39,1,0.499
1,12,3,62,8,95,26,34,1,0.208
3,10,3,57,6,82,20,26,0,0.203
3,8,4,23,8,43,13,21,1,2.433
1,3,3,70,7,86,10,17,1,3.018
2,9,2,26,10,53,18,28,1,1.946
1,12,1,64,8,72,1,9,1,0.499
3,12,3,42,8,78,29,37,1,1.836
3,9,6,59,7,96,31,38,1,0.941
2,10,4,24,3,50,24,27,1,0.491
1,4,3,46,8,70,17,25,1,1.678
3,10,3,67,5,101,30,35,1,0.39
3,1,1,46,7,83,31,38,1,4.036
1,10,4,49,8,77,21,29,1,1.937
1,3,5,50,8,71,14,22,1,1.917
2,10,4,24,4,47,20,24,1,0.425
1,2,1,51,6,89,33,39,1,3.179
1,8,1,36,7,62,20,27,1,0.309
1,11,1,42,8,52,3,11,1,2.925
3,10,4,27,8,66,32,40,1,1.61
1,4,5,51,8,66,8,16,1,2.643
3,12,3,39,4,67,25,29,1,2.643
3,6,4,49,8,78,22,30,1,3.233
1,9,1,51,9,85,26,35,0,1.292
2,3,3,32,7,46,8,15,1,0.028
3,1,3,68,7,83,9,16,1,2.404
3,9,4,38,6,69,26,32,1,1.44
1,10,3,51,1,83,32,33,1,0.67
1,11,1,45,3,70,23,26,1,1.962
1,3,1,45,6,81,31,37,1,3
1,9,1,46,8,63,10,18,1,3.735
2,12,3,44,9,73,21,30,1,1.991
1,8,5,42,9,78,28,37,1,2.244
1,12,1,39,8,54,8,16,1,0.549
2,3,4,4,3,42,36,39,1,0.12
1,11,4,30,9,64,26,35,1,0.497
2,9,1,33,8,69,29,37,1,1.161
2,12,3,55,8,87,25,33,1,1.73
1,9,3,46,7,78,26,33,1,0.404
1,10,3,52,3,82,28,31,1,0.432
2,8,1,38,7,49,5,12,1,0.474
2,5,1,30,9,65,27,36,1,3.747
1,10,3,51,8,79,21,29,0,2.833
3,6,1,57,6,64,2,8,1,1.403
1,9,4,63,6,89,21,27,1,4.133
2,5,2,52,8,74,15,23,1,1.367
2,10,2,23,8,49,19,27,1,1.048
1,4,3,52,8,70,11,19,1,1.967
3,8,3,47,7,80,27,34,1,3.136
2,9,1,63,8,84,14,22,1,1.387
3,10,2,40,6,69,24,30,1,1.974
3,7,4,17,6,42,20,26,0,0.916
3,12,2,26,13,61,23,36,1,0.128
3,5,4,63,5,89,22,27,1,4.193
3,8,1,46,12,77,20,32,1,1.224
3,10,4,21,2,44,22,24,1,2.003
1,11,4,32,9,64,24,33,1,2.18
3,10,4,45,8,69,17,25,1,1.612
2,3,5,3,8,39,29,37,1,0.408
3,3,3,58,9,87,21,30,1,3.816
1,10,3,46,4,81,32,36,1,1.979
3,7,3,52,8,66,7,15,1,0.674
2,8,2,61,8,98,30,38,1,0.353
1,9,2,42,8,62,13,21,1,0.632
2,2,3,48,2,76,27,29,1,1.07
2,9,2,35,5,58,19,24,1,2.778
1,10,3,53,8,81,21,29,1,3.488
3,10,3,40,9,73,25,34,1,1.53
1,2,6,50,8,67,10,18,0,1.398
2,3,7,41,3,72,29,32,1,0.246
1,3,3,50,7,85,29,36,0,2.008
3,2,2,26,11,60,24,35,0,3.3
1,12,3,60,9,94,26,35,1,0.706
3,10,4,30,8,45,8,16,1,0.792
2,7,5,54,8,82,21,29,1,1.886
3,5,4,42,9,77,27,36,1,4.088
2,10,3,62,8,82,13,21,1,0.877
1,7,7,61,1,95,34,35,1,1.502
2,7,1,35,8,47,5,13,0,2.785
3,2,4,42,1,77,35,36,1,4.062
3,5,3,69,7,84,9,16,0,3.712
2,3,1,44,8,61,10,18,1,0.036
1,10,3,48,2,58,9,11,1,0.868
1,12,1,34,7,58,18,25,1,3.393
2,9,1,28,9,45,9,18,1,0.57
1,9,3,49,5,86,33,38,1,0.018
1,7,1,47,5,83,32,37,1,0.33
2,6,1,62,7,82,14,21,0,1.631
3,3,4,18,11,54,26,37,1,4.05
3,10,4,22,8,45,16,24,1,1.749
2,8,8,31,8,48,10,18,1,1.936
3,3,5,17,7,47,24,31,1,1.866
3,7,4,25,7,47,16,23,1,0.981
3,12,4,51,10,88,28,38,1,2.061
2,10,3,60,8,90,23,31,1,0.303
2,8,1,14,7,49,29,36,1,2.145
2,8,1,64,8,90,19,27,1,0.316
2,12,3,58,8,81,16,24,1,0.603
1,9,3,60,9,94,26,35,1,1.492
3,9,7,46,9,68,14,23,1,1.377
1,3,3,59,8,89,23,31,1,0.056
1,12,7,60,6,89,24,30,1,0.136
3,7,6,46,7,75,23,30,1,1.144
1,3,3,46,8,76,23,31,1,0.799
1,6,2,32,8,48,9,17,1,2.486
2,12,3,46,4,64,15,19,1,1.88
3,1,2,42,8,67,18,26,1,0.196
1,9,4,57,9,95,30,39,1,3.439
2,7,4,69,9,107,30,39,1,2.854
1,7,3,49,7,84,29,36,1,2.148
1,3,7,47,8,76,22,30,1,1.813
2,8,1,23,8,48,18,26,1,2.764
1,3,1,45,8,76,24,32,1,1.687
2,12,3,50,9,66,8,17,0,0.249
3,10,3,67,8,96,22,30,1,0.39
1,3,6,27,7,65,32,39,1,2.101
3,9,3,63,7,96,27,34,1,1.046
3,12,3,38,10,63,16,26,1,1.315
3,3,7,58,9,87,21,30,1,3.188
2,12,3,65,8,81,9,17,1,1.561
3,12,1,44,10,75,22,32,1,2.931
1,10,7,47,8,79,25,33,1,0.751
3,7,3,49,7,81,26,33,1,0.587
1,3,7,50,8,76,19,27,1,1.801
2,12,3,48,8,87,32,40,1,1.71
2,5,1,57,9,74,9,18,1,2.468
1,3,3,62,8,86,17,25,1,2.015
3,7,3,59,8,89,23,31,0,2.956
2,8,2,37,8,58,14,22,1,2.564
1,3,3,50,7,80,24,31,0,1.8
3,2,4,40,9,75,27,36,1,1.333
1,3,1,58,8,86,21,29,1,0.962
1,3,1,56,8,89,26,34,0,3.103
3,9,1,46,4,59,10,14,0,0.364
3,7,3,55,8,68,6,14,0,0.945
1,12,1,38,7,61,17,24,1,0.267
3,3,4,32,6,44,7,13,0,1.957
1,7,2,41,7,72,25,32,1,0.147
2,3,6,60,7,81,15,22,1,0.198
3,6,1,35,3,57,20,23,0,3.242
1,10,1,41,8,62,14,22,1,0.702
2,2,3,47,2,76,28,30,1,0.265
3,7,4,14,6,42,23,29,0,0.962
2,10,4,37,6,74,32,38,1,1.189
3,12,1,45,6,83,33,39,1,1.893
1,3,6,38,8,54,9,17,1,1.818
1,7,2,39,8,72,26,34,1,0.199
1,7,2,41,8,68,20,28,1,1.394
3,1,4,19,8,49,23,31,1,0.862
2,12,7,43,7,79,30,37,1,0.266
3,7,4,33,10,52,10,20,1,2.476
2,8,3,45,5,82,33,38,1,1.524
2,2,3,45,7,62,11,18,1,0.217
1,10,3,75,10,104,20,30,0,1.389
1,2,2,33,6,61,23,29,1,0.325
1,11,2,37,4,71,31,35,1,0.488
1,12,4,45,9,70,17,26,1,2.848
2,5,3,48,11,80,22,33,1,0.84
2,7,1,54,8,64,3,11,1,2.158
3,7,3,60,7,81,15,22,1,2.544
3,6,1,49,6,64,10,16,1,1.023
3,2,4,15,5,46,27,32,1,2.799
3,10,3,45,3,76,29,32,1,0.359
3,3,2,30,7,66,30,37,1,1.912
1,7,4,41,7,72,25,32,1,0.568
2,3,1,23,8,41,11,19,1,0.421
3,2,5,51,7,88,31,38,1,1.816
3,7,4,52,8,76,17,25,1,0.99
3,2,1,49,8,76,20,28,1,3.469
2,6,3,42,8,69,20,28,1,2.363
1,12,1,34,8,71,30,38,1,0.307
2,2,3,63,8,74,4,12,1,2.637
3,9,1,34,15,66,18,33,1,1.553
3,3,4,10,3,46,34,37,1,0.411
3,12,1,47,7,83,30,37,1,2.965
1,9,1,47,4,82,32,36,1,0.236
2,10,3,57,8,82,18,26,1,1.098
3,12,3,55,7,83,22,29,1,2.933
1,9,4,33,7,57,18,25,1,3.649
1,11,1,42,8,67,18,26,1,2.787
1,3,4,25,7,64,33,40,1,2.281
1,7,1,49,9,67,10,19,1,1.41
3,1,4,52,3,70,16,19,1,0.221
2,3,5,28,9,52,16,25,1,0.484
3,2,3,48,10,74,17,27,0,1.653
1,6,3,51,10,86,26,36,1,1.393
3,3,4,34,7,66,26,33,1,1.877
3,10,4,31,6,59,23,29,1,2.149
1,12,1,36,7,61,19,26,1,0.452
2,8,1,30,8,44,7,15,1,2.129
1,9,4,79,7,96,11,18,1,1.378
2,8,3,39,8,72,26,34,1,0.55
1,3,3,52,9,75,15,24,1,0.056
1,9,4,8,7,47,33,40,1,3.51
2,5,1,28,7,61,27,34,1,0.036
2,3,2,30,8,64,27,35,1,0.523
3,6,2,29,13,60,19,32,1,3.768
3,9,2,31,8,59,21,29,1,0.82
2,5,4,42,4,69,24,28,1,1.351
3,6,1,73,6,81,3,9,1,0.845
3,8,3,46,9,74,20,29,0,0.068
3,3,3,49,7,66,11,18,1,0.772
1,3,3,74,7,96,16,23,1,2.294
3,8,1,47,9,74,19,28,0,0.638
3,12,3,56,6,81,20,26,1,2.995
2,5,2,26,7,61,29,36,1,3.711
3,7,4,14,10,52,29,39,1,0.135
1,12,1,33,5,63,26,31,1,2.459
3,5,1,58,11,80,12,23,0,4.432
3,5,4,61,6,77,11,17,1,1.909
3,2,3,55,6,87,27,33,1,2.25
3,8,1,55,7,87,26,33,1,0.667
3,8,4,51,9,74,15,24,1,1.402
1,10,3,47,8,62,8,16,1,1.824
1,10,1,49,9,82,25,34,0,0.549
3,2,4,62,5,81,15,20,1,1.469
3,1,5,45,4,76,28,32,1,0.812
1,4,5,37,8,66,22,30,1,2.649
1,12,1,55,7,78,17,24,1,1.125
3,5,5,33,8,68,28,36,1,2.408
1,4,5,30,7,55,19,26,1,1.998
2,12,1,36,10,72,27,37,1,1.13
1,10,4,46,4,81,32,36,1,1.939
1,3,3,50,8,89,32,40,1,0.527
3,1,2,72,8,103,24,32,1,2.484
1,12,4,50,8,66,9,17,0,0.53
1,7,1,35,7,51,10,17,0,0.014
3,10,4,36,4,53,14,18,1,1.798
3,6,4,32,7,43,5,12,1,3.218
3,9,4,21,6,55,29,35,1,1.045
3,10,4,31,5,64,29,34,1,0.267
1,6,3,46,8,70,17,25,1,1.509
3,10,4,17,7,51,28,35,1,0.97
1,11,4,51,8,78,20,28,1,3.3
3,10,4,20,2,53,32,34,1,0.141
3,12,4,39,4,70,28,32,1,3.18
3,5,4,69,8,104,28,36,1,3.718
3,1,1,61,7,83,16,23,1,2.07
1,6,6,35,6,57,17,23,1,1.944
1,3,1,35,8,68,26,34,1,1.93
3,2,3,48,8,68,13,21,0,1.984
2,5,7,59,8,77,11,19,1,3.136
1,3,2,72,8,107,28,36,1,3.146
2,2,7,54,9,78,16,25,1,0.104
1,4,3,42,6,76,29,35,1,1.749
1,2,2,32,8,57,18,26,1,3.173
3,12,3,64,10,88,15,25,0,1.694
3,12,1,32,9,70,30,39,1,1.879
1,7,4,27,7,51,18,25,1,0.229
1,12,4,39,9,75,28,37,1,0.033
2,6,4,39,6,60,16,22,1,1.678
1,3,5,73,7,86,7,14,1,2.983
1,12,2,57,7,89,26,33,1,3.507
3,9,3,38,4,59,18,22,1,0.534
2,6,1,24,6,60,31,37,1,0.069
1,10,1,74,10,104,21,31,1,1.476
1,12,1,57,9,73,8,17,1,0.133
2,1,1,44,14,59,2,16,0,0.302
2,10,3,56,8,84,21,29,1,0.171
2,2,1,33,7,57,18,25,1,0.568
