"","Site","SiteName","VEGID","Type","LAT","LONG","ALTITUDE","Aspect","Slope","Description","Understory","Moss","H2O","Edge","habitat","edgedist","edgetype","pforest.","sforest.","natdist.","pasture.","coffee.","note","Area_Basal","Group_cover","Subcanopy","Sitio","HabitatSitio","Fecha","Hora","Cielo","Viento","Rio","AMACYC*","CAEAUR*","CORATR","CYCGUJ","FALSPA","GLABRA","DIVDIV","ICTCHR","MELFOR","PSIMOR","SALATR","ARCCOL","CYAMEL","EMPMIN","MELAUR","PSAMON","AULPRA","BASRUF","CARPUS","DUMCAR","HENLEU","VERCRY","AMARUT","EMPFLT*","SALMAX","SETVIR","TROCAL","VIRPHI","PIOSEN","SETCIT","SETMAG","SETPEN","SETRUT","ELAFOR","LEPSOU","OREPER","PSAWAG","TOLSUL","TURGRA","VERPIN","ICTPLU","VIRFLF*","EUPELE","MNIVAR","QUIMEX","TITSEM","ATTSPA","COLRUB","PITSUL","SETGRA","CANMOD","HYLMUS","LEPVEX*","MYITUB","TROAED","VIRPLU","HENLES*","ONCCIN","AIMRUS*","AMAALB","EUPNAN","PIRRUB","SEIAUR","ACCCHI","CAMZON","CONCOO","CYASTE","MYIPIC","PENNIG","SPINOT","STRZON","TAPNAE","CRYSOU","MOMMOM","PSIHOL","BUTANT","HYLLEU","CROSUL","MYILUT","MYIVIR","BUTALN*","DRYLIN","BUTMAG","MEGPIT","SETPIM*","PIACAY","SITGRI","ZENASI","MYISIM","RAMSUL","VIRSOL","EUPHIR","ICTGAL","BASCUL","AMBHOL","EUPEXI","HYLDEC","MICPHI","MYAUNI","GEOFOR","MYICRI","PHASTR","CHLCAV*","NYCALB","HABRUB","PIRFLA","POLCAE","SARPAP","ELALEU","SETDOM","AMABER","CHAVAU","BUTPLT*","PTETOR","CERTYR","SETCAE","MIOOLE","FALRUF","CHLOCC","SETFUS","TIAOLI","CAMGUA","BUTBRA","CATUST","PATFLA","CHLFLP*","MYIMIN","ANAVAR","THRRUL*","CATAUN*","HABFUS","LAMSYB","BUTPLG*","XIPFLA","ORTVET","EUMSUP"
"21",13,"Zapote Fragment","13P","F","15.16282135","-87.44115961","990.00",172,"M","Fragment >1ha - surrounded by grazing and agricultural fields, mostly young roble and encino- a few mature oaks and greater #s of mature pine to NE.","G","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"Opposite side of ride not viewable & w/ significantly fewer trees",16.6,19,1,"13","13F","03/18/2016","10:07",0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",13,"Zapote Fragment","13P","F","15.16282135","-87.44115961","990.00",172,"M","Fragment >1ha - surrounded by grazing and agricultural fields, mostly young roble and encino- a few mature oaks and greater #s of mature pine to NE.","G","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"Opposite side of ride not viewable & w/ significantly fewer trees",16.6,19,1,"13","13F","03/30/2016","10:15",0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",13,"Zapote Fragment","13P","F","15.16282135","-87.44115961","990.00",172,"M","Fragment >1ha - surrounded by grazing and agricultural fields, mostly young roble and encino- a few mature oaks and greater #s of mature pine to NE.","G","FALSO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"Opposite side of ride not viewable & w/ significantly fewer trees",16.6,19,1,"13","13F","2/11/2016","12:05",2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",14,"El bosque bajo South","14P","F","15.16955595","-87.48454057","1024.00",89,"M","Part of continuous roble forest >1km along a ridge, wider further south, previous grazing resulting in patchy understory, a somewhat dense bushy area present >50m to north","G","FALSO","FALSO","VERDADERO","SF",0,NA,0,100,0,0,0,"",18.6,20,0,"14","14F","03/26/2016","07:42",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",15,"Finca de Allan","15P","C","15.15499240","-87.50195414","1270.00",180,"M","continuous café 100m in all directions. There are some small patches of trees and dense vegetation dispersed to the west and south. Organic with significant fern, forbs, and grass understory. Age-15","I","FALSO","VERDADERO","FALSO","AF",0,NA,0,13,0,0,87,"Sveg maintained along small stream, increasingly unmaintained with time",4.6,9,11,"15","15C","01/25/2016","07:50",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",15,"Finca de Allan","15P","C","15.15499240","-87.50195414","1270.00",180,"M","continuous café 100m in all directions. There are some small patches of trees and dense vegetation dispersed to the west and south. Organic with significant fern, forbs, and grass understory. Age-15","I","FALSO","VERDADERO","FALSO","AF",0,NA,0,13,0,0,87,"Sveg maintained along small stream, increasingly unmaintained with time",4.6,9,11,"15","15C","3/8/2016","11:42",1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","02/12/2016","07:41",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",17,"Finca de Sixto","17P","C","15.15633778","-87.51339602","1273.00",140,"E","High slope, forest>200m, other café plots adjacent with a field between the next plot to south. Age~5, WWater likely with 200m, forest on adjacent slope. Herbinide use obvious. many other small farms adjacent.","D","FALSO","FALSO","VERDADERO","AF",30,"PASTURE/ROAD",0,0,0,22,78,"",17.4,12,7,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",22,"Finca de Julio","22P","C","15.16748412","-87.43743637","984.00",165,"S","larger coffee site with moderately mature café. point located near a clearing ~ 10m in diameter, otherwise surrounded by coffee on 2 slopes, some edge >75m. cebo natural, banana planted, all other planted, one or two boukaro may be natural. Two slopes with café. Lowest point has banana and other leafy vegetation. Age~8. most species planted?","L","FALSO","FALSO","VERDADERO","AF",70,"SFOREST",0,10,0,0,90,"",11.4,2,18,"22","22C","03/18/2016","11:55",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",22,"Finca de Julio","22P","C","15.16748412","-87.43743637","984.00",165,"S","larger coffee site with moderately mature café. point located near a clearing ~ 10m in diameter, otherwise surrounded by coffee on 2 slopes, some edge >75m. cebo natural, banana planted, all other planted, one or two boukaro may be natural. Two slopes with café. Lowest point has banana and other leafy vegetation. Age~8. most species planted?","L","FALSO","FALSO","VERDADERO","AF",70,"SFOREST",0,10,0,0,90,"",11.4,2,18,"22","22C","03/30/2016","11:05",0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",22,"Finca de Julio","22P","C","15.16748412","-87.43743637","984.00",165,"S","larger coffee site with moderately mature café. point located near a clearing ~ 10m in diameter, otherwise surrounded by coffee on 2 slopes, some edge >75m. cebo natural, banana planted, all other planted, one or two boukaro may be natural. Two slopes with café. Lowest point has banana and other leafy vegetation. Age~8. most species planted?","L","FALSO","FALSO","VERDADERO","AF",70,"SFOREST",0,10,0,0,90,"",11.4,2,18,"22","22C","2/11/2016","02:37",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,4,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",23,"Encino Rd 3","23P","F","15.18012428","-87.47953339","885.00",10,"M","young stand of roble w/ serveral more mature encino nearby, moderate slope, somewhat terranced by livestock.","G","FALSO","FALSO","VERDADERO","SF",50,"PASTURE",0,70,0,30,0,"approx 50% (30% pasture) hidden by ridge",17.6,18,2,"23","23F","03/26/2016","08:58",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",23,"Encino Rd 3","23P","F","15.18012428","-87.47953339","885.00",10,"M","young stand of roble w/ serveral more mature encino nearby, moderate slope, somewhat terranced by livestock.","G","FALSO","FALSO","VERDADERO","SF",50,"PASTURE",0,70,0,30,0,"approx 50% (30% pasture) hidden by ridge",17.6,18,2,"23","23F","03/31/2016","13:00",0,3,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",24,"Finca de Maria","24P","C","15.15699852","-87.48480745","1231.00",354,"M","2.5? CAFÉ AND OTHER SMALL ADJACENT FARMS. AREA IS COMPLEX WITH PATCHES OF DENSE VEGETATION THROUGHOUT. SOME AREAS VERY WET WITH ONLY DECAYING LEAD LITTLER, OTHERS COVERED WITH GRASS AND FORBS. STEEP TO MODERATE SLOPE. Generally coffee 100+m in all directions. No forest immediately visible, but possible on the other side of ridge to south. AGE- 4-10","I","FALSO","VERDADERO","VERDADERO","AF",20,"SFOREST",0,13,0,0,97,"",7.1,4,16,"24","24C","02/18/2016","06:52",2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",24,"Finca de Maria","24P","C","15.15699852","-87.48480745","1231.00",354,"M","2.5? CAFÉ AND OTHER SMALL ADJACENT FARMS. AREA IS COMPLEX WITH PATCHES OF DENSE VEGETATION THROUGHOUT. SOME AREAS VERY WET WITH ONLY DECAYING LEAD LITTLER, OTHERS COVERED WITH GRASS AND FORBS. STEEP TO MODERATE SLOPE. Generally coffee 100+m in all directions. No forest immediately visible, but possible on the other side of ridge to south. AGE- 4-10","I","FALSO","VERDADERO","VERDADERO","AF",20,"SFOREST",0,13,0,0,97,"",7.1,4,16,"24","24C","03/17/2016","07.03",0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",25,"Bosque bajo south 2","25P","F","15.17439541","-87.48336878","966.00",77,"M","moderately dense secondary forest. Nearly complete midstory and to a lesser extent upper canopy. Some grazing but few established paths, limited. Afew encinos are present in the 200m radius, possibly within 100m","I","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"20% hidden by ridge",19.8,17,3,"25","25F","02/23/2016","10:23",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",25,"Bosque bajo south 2","25P","F","15.17439541","-87.48336878","966.00",77,"M","moderately dense secondary forest. Nearly complete midstory and to a lesser extent upper canopy. Some grazing but few established paths, limited. Afew encinos are present in the 200m radius, possibly within 100m","I","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"20% hidden by ridge",19.8,17,3,"25","25F","03/15/2016","10:39",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",26,"Sendero La Montana","26P","F","15.17922071","-87.49474855","972.00",282,"M","area slightly down slope from a foot trail. mix of young and more mature roble, few but significant # of encinos, poine nearby but not on this slope. some obvious grazing and wear from animals but large patches of ferns and young trees persis. ,uch spanish moss","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"15% hidden by ridge",13.4,20,0,"26","26F","0212/2016","08:14",2,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",26,"Sendero La Montana","26P","F","15.17922071","-87.49474855","972.00",282,"M","area slightly down slope from a foot trail. mix of young and more mature roble, few but significant # of encinos, poine nearby but not on this slope. some obvious grazing and wear from animals but large patches of ferns and young trees persis. ,uch spanish moss","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"15% hidden by ridge",13.4,20,0,"26","26F","03/14/2016","09:40",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",27,"Finca de Vincente","27P","C","15.15277010","-87.42137379","1154.00",20,"S","large organic shade coffee plot, some forest surrounding café > 100, pine-oak? 500+ meters to north, likely same forest along the road to valcello. point is farily flat with more noticible slope 20m from point in all directions. There is a small patch of forest 100m to south. age~12","I","FALSO","VERDADERO","FALSO","AF",0,NA,0,0,0,0,100,"",11.6,6,14,"27","27C","03/18/2016","08:15",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",27,"Finca de Vincente","27P","C","15.15277010","-87.42137379","1154.00",20,"S","large organic shade coffee plot, some forest surrounding café > 100, pine-oak? 500+ meters to north, likely same forest along the road to valcello. point is farily flat with more noticible slope 20m from point in all directions. There is a small patch of forest 100m to south. age~12","I","FALSO","VERDADERO","FALSO","AF",0,NA,0,0,0,0,100,"",11.6,6,14,"27","27C","03/30/2016","08:24",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
